Areaname,commaloc,Admin2,StateAbrev,State
"Indiana, PA",8,Indiana,PA,Pennsylvania
"Jefferson, PA",10,Jefferson,PA,Pennsylvania
"Juniata, PA",8,Juniata,PA,Pennsylvania
"Lackawanna, PA",11,Lackawanna,PA,Pennsylvania
"Lancaster, PA",10,Lancaster,PA,Pennsylvania
"Lawrence, PA",9,Lawrence,PA,Pennsylvania
"Lebanon, PA",8,Lebanon,PA,Pennsylvania
"Lehigh, PA",7,Lehigh,PA,Pennsylvania
"Luzerne, PA",8,Luzerne,PA,Pennsylvania
"Lycoming, PA",9,Lycoming,PA,Pennsylvania
"McKean, PA",7,McKean,PA,Pennsylvania
"Mercer, PA",7,Mercer,PA,Pennsylvania
"Mifflin, PA",8,Mifflin,PA,Pennsylvania
"Monroe, PA",7,Monroe,PA,Pennsylvania
"Montgomery, PA",11,Montgomery,PA,Pennsylvania
"Montour, PA",8,Montour,PA,Pennsylvania
"Northampton, PA",12,Northampton,PA,Pennsylvania
"Northumberland, PA",15,Northumberland,PA,Pennsylvania
"Perry, PA",6,Perry,PA,Pennsylvania
"Philadelphia, PA",13,Philadelphia,PA,Pennsylvania
"Pike, PA",5,Pike,PA,Pennsylvania
"Potter, PA",7,Potter,PA,Pennsylvania
"Schuylkill, PA",11,Schuylkill,PA,Pennsylvania
"Snyder, PA",7,Snyder,PA,Pennsylvania
"Somerset, PA",9,Somerset,PA,Pennsylvania
"Sullivan, PA",9,Sullivan,PA,Pennsylvania
"Susquehanna, PA",12,Susquehanna,PA,Pennsylvania
"Tioga, PA",6,Tioga,PA,Pennsylvania
"Union, PA",6,Union,PA,Pennsylvania
"Venango, PA",8,Venango,PA,Pennsylvania
"Warren, PA",7,Warren,PA,Pennsylvania
"Washington, PA",11,Washington,PA,Pennsylvania
"Wayne, PA",6,Wayne,PA,Pennsylvania
"Westmoreland, PA",13,Westmoreland,PA,Pennsylvania
"Wyoming, PA",8,Wyoming,PA,Pennsylvania
"York, PA",5,York,PA,Pennsylvania
"Bristol, RI",8,Bristol,RI,Rhode Island
"Kent, RI",5,Kent,RI,Rhode Island
"Newport, RI",8,Newport,RI,Rhode Island
"Providence, RI",11,Providence,RI,Rhode Island
"Washington, RI",11,Washington,RI,Rhode Island
"Abbeville, SC",10,Abbeville,SC,South Carolina
"Aiken, SC",6,Aiken,SC,South Carolina
"Allendale, SC",10,Allendale,SC,South Carolina
"Anderson, SC",9,Anderson,SC,South Carolina
"Bamberg, SC",8,Bamberg,SC,South Carolina
"Barnwell, SC",9,Barnwell,SC,South Carolina
"Beaufort, SC",9,Beaufort,SC,South Carolina
"Berkeley, SC",9,Berkeley,SC,South Carolina
"Calhoun, SC",8,Calhoun,SC,South Carolina
"Charleston, SC",11,Charleston,SC,South Carolina
"Cherokee, SC",9,Cherokee,SC,South Carolina
"Chester, SC",8,Chester,SC,South Carolina
"Chesterfield, SC",13,Chesterfield,SC,South Carolina
"Clarendon, SC",10,Clarendon,SC,South Carolina
"Colleton, SC",9,Colleton,SC,South Carolina
"Darlington, SC",11,Darlington,SC,South Carolina
"Dillon, SC",7,Dillon,SC,South Carolina
"Dorchester, SC",11,Dorchester,SC,South Carolina
"Edgefield, SC",10,Edgefield,SC,South Carolina
"Fairfield, SC",10,Fairfield,SC,South Carolina
"Florence, SC",9,Florence,SC,South Carolina
"Georgetown, SC",11,Georgetown,SC,South Carolina
"Greenville, SC",11,Greenville,SC,South Carolina
"Greenwood, SC",10,Greenwood,SC,South Carolina
"Hampton, SC",8,Hampton,SC,South Carolina
"Horry, SC",6,Horry,SC,South Carolina
"Jasper, SC",7,Jasper,SC,South Carolina
"Kershaw, SC",8,Kershaw,SC,South Carolina
"Lancaster, SC",10,Lancaster,SC,South Carolina
"Laurens, SC",8,Laurens,SC,South Carolina
"Lee, SC",4,Lee,SC,South Carolina
"Lexington, SC",10,Lexington,SC,South Carolina
"Marion, SC",7,Marion,SC,South Carolina
"Marlboro, SC",9,Marlboro,SC,South Carolina
"McCormick, SC",10,McCormick,SC,South Carolina
"Newberry, SC",9,Newberry,SC,South Carolina
"Oconee, SC",7,Oconee,SC,South Carolina
"Orangeburg, SC",11,Orangeburg,SC,South Carolina
"Pickens, SC",8,Pickens,SC,South Carolina
"Richland, SC",9,Richland,SC,South Carolina
"Saluda, SC",7,Saluda,SC,South Carolina
"Spartanburg, SC",12,Spartanburg,SC,South Carolina
"Sumter, SC",7,Sumter,SC,South Carolina
"Union, SC",6,Union,SC,South Carolina
"Williamsburg, SC",13,Williamsburg,SC,South Carolina
"York, SC",5,York,SC,South Carolina
"Aurora, SD",7,Aurora,SD,South Dakota
"Beadle, SD",7,Beadle,SD,South Dakota
"Bennett, SD",8,Bennett,SD,South Dakota
"Bon Homme, SD",10,Bon Homme,SD,South Dakota
"Brookings, SD",10,Brookings,SD,South Dakota
"Brown, SD",6,Brown,SD,South Dakota
"Brule, SD",6,Brule,SD,South Dakota
"Buffalo, SD",8,Buffalo,SD,South Dakota
"Butte, SD",6,Butte,SD,South Dakota
"Campbell, SD",9,Campbell,SD,South Dakota
"Charles Mix, SD",12,Charles Mix,SD,South Dakota
"Clark, SD",6,Clark,SD,South Dakota
"Clay, SD",5,Clay,SD,South Dakota
"Codington, SD",10,Codington,SD,South Dakota
"Corson, SD",7,Corson,SD,South Dakota
"Custer, SD",7,Custer,SD,South Dakota
"Davison, SD",8,Davison,SD,South Dakota
"Day, SD",4,Day,SD,South Dakota
"Deuel, SD",6,Deuel,SD,South Dakota
"Dewey, SD",6,Dewey,SD,South Dakota
"Douglas, SD",8,Douglas,SD,South Dakota
"Edmunds, SD",8,Edmunds,SD,South Dakota
"Fall River, SD",11,Fall River,SD,South Dakota
"Faulk, SD",6,Faulk,SD,South Dakota
"Grant, SD",6,Grant,SD,South Dakota
"Gregory, SD",8,Gregory,SD,South Dakota
"Haakon, SD",7,Haakon,SD,South Dakota
"Hamlin, SD",7,Hamlin,SD,South Dakota
"Hand, SD",5,Hand,SD,South Dakota
"Hanson, SD",7,Hanson,SD,South Dakota
"Harding, SD",8,Harding,SD,South Dakota
"Hughes, SD",7,Hughes,SD,South Dakota
"Hutchinson, SD",11,Hutchinson,SD,South Dakota
"Hyde, SD",5,Hyde,SD,South Dakota
"Jackson, SD",8,Jackson,SD,South Dakota
"Jerauld, SD",8,Jerauld,SD,South Dakota
"Jones, SD",6,Jones,SD,South Dakota
"Kingsbury, SD",10,Kingsbury,SD,South Dakota
"Lake, SD",5,Lake,SD,South Dakota
"Lawrence, SD",9,Lawrence,SD,South Dakota
"Lincoln, SD",8,Lincoln,SD,South Dakota
"Lyman, SD",6,Lyman,SD,South Dakota
"Marshall, SD",9,Marshall,SD,South Dakota
"McCook, SD",7,McCook,SD,South Dakota
"McPherson, SD",10,McPherson,SD,South Dakota
"Meade, SD",6,Meade,SD,South Dakota
"Mellette, SD",9,Mellette,SD,South Dakota
"Miner, SD",6,Miner,SD,South Dakota
"Minnehaha, SD",10,Minnehaha,SD,South Dakota
"Moody, SD",6,Moody,SD,South Dakota
"Pennington, SD",11,Pennington,SD,South Dakota
"Perkins, SD",8,Perkins,SD,South Dakota
"Potter, SD",7,Potter,SD,South Dakota
"Roberts, SD",8,Roberts,SD,South Dakota
"Sanborn, SD",8,Sanborn,SD,South Dakota
"Shannon, SD",8,Shannon,SD,South Dakota
"Spink, SD",6,Spink,SD,South Dakota
"Stanley, SD",8,Stanley,SD,South Dakota
"Sully, SD",6,Sully,SD,South Dakota
"Todd, SD",5,Todd,SD,South Dakota
"Tripp, SD",6,Tripp,SD,South Dakota
"Turner, SD",7,Turner,SD,South Dakota
"Union, SD",6,Union,SD,South Dakota
"Walworth, SD",9,Walworth,SD,South Dakota
"Yankton, SD",8,Yankton,SD,South Dakota
"Ziebach, SD",8,Ziebach,SD,South Dakota
"Anderson, TN",9,Anderson,TN,Tennessee
"Bedford, TN",8,Bedford,TN,Tennessee
"Benton, TN",7,Benton,TN,Tennessee
"Bledsoe, TN",8,Bledsoe,TN,Tennessee
"Blount, TN",7,Blount,TN,Tennessee
"Bradley, TN",8,Bradley,TN,Tennessee
"Campbell, TN",9,Campbell,TN,Tennessee
"Cannon, TN",7,Cannon,TN,Tennessee
"Carroll, TN",8,Carroll,TN,Tennessee
"Carter, TN",7,Carter,TN,Tennessee
"Cheatham, TN",9,Cheatham,TN,Tennessee
"Chester, TN",8,Chester,TN,Tennessee
"Claiborne, TN",10,Claiborne,TN,Tennessee
"Clay, TN",5,Clay,TN,Tennessee
"Cocke, TN",6,Cocke,TN,Tennessee
"Coffee, TN",7,Coffee,TN,Tennessee
"Crockett, TN",9,Crockett,TN,Tennessee
"Cumberland, TN",11,Cumberland,TN,Tennessee
"Davidson, TN",9,Davidson,TN,Tennessee
"Decatur, TN",8,Decatur,TN,Tennessee
"DeKalb, TN",7,DeKalb,TN,Tennessee
"Dickson, TN",8,Dickson,TN,Tennessee
"Dyer, TN",5,Dyer,TN,Tennessee
"Fayette, TN",8,Fayette,TN,Tennessee
"Fentress, TN",9,Fentress,TN,Tennessee
"Franklin, TN",9,Franklin,TN,Tennessee
"Gibson, TN",7,Gibson,TN,Tennessee
"Giles, TN",6,Giles,TN,Tennessee
"Grainger, TN",9,Grainger,TN,Tennessee
"Greene, TN",7,Greene,TN,Tennessee
"Grundy, TN",7,Grundy,TN,Tennessee
"Hamblen, TN",8,Hamblen,TN,Tennessee
"Hamilton, TN",9,Hamilton,TN,Tennessee
"Hancock, TN",8,Hancock,TN,Tennessee
"Hardeman, TN",9,Hardeman,TN,Tennessee
"Hardin, TN",7,Hardin,TN,Tennessee
"Hawkins, TN",8,Hawkins,TN,Tennessee
"Haywood, TN",8,Haywood,TN,Tennessee
"Henderson, TN",10,Henderson,TN,Tennessee
"Henry, TN",6,Henry,TN,Tennessee
"Hickman, TN",8,Hickman,TN,Tennessee
"Houston, TN",8,Houston,TN,Tennessee
"Humphreys, TN",10,Humphreys,TN,Tennessee
"Jackson, TN",8,Jackson,TN,Tennessee
"Jefferson, TN",10,Jefferson,TN,Tennessee
"Johnson, TN",8,Johnson,TN,Tennessee
"Knox, TN",5,Knox,TN,Tennessee
"Lake, TN",5,Lake,TN,Tennessee
"Lauderdale, TN",11,Lauderdale,TN,Tennessee
"Lawrence, TN",9,Lawrence,TN,Tennessee
"Lewis, TN",6,Lewis,TN,Tennessee
"Lincoln, TN",8,Lincoln,TN,Tennessee
"Loudon, TN",7,Loudon,TN,Tennessee
"Macon, TN",6,Macon,TN,Tennessee
"Madison, TN",8,Madison,TN,Tennessee
"Marion, TN",7,Marion,TN,Tennessee
"Marshall, TN",9,Marshall,TN,Tennessee
"Maury, TN",6,Maury,TN,Tennessee
"McMinn, TN",7,McMinn,TN,Tennessee
"McNairy, TN",8,McNairy,TN,Tennessee
"Meigs, TN",6,Meigs,TN,Tennessee
"Monroe, TN",7,Monroe,TN,Tennessee
"Montgomery, TN",11,Montgomery,TN,Tennessee
"Moore, TN",6,Moore,TN,Tennessee
"Morgan, TN",7,Morgan,TN,Tennessee
"Obion, TN",6,Obion,TN,Tennessee
"Overton, TN",8,Overton,TN,Tennessee
"Perry, TN",6,Perry,TN,Tennessee
"Pickett, TN",8,Pickett,TN,Tennessee
"Polk, TN",5,Polk,TN,Tennessee
"Putnam, TN",7,Putnam,TN,Tennessee
"Rhea, TN",5,Rhea,TN,Tennessee
"Roane, TN",6,Roane,TN,Tennessee
"Robertson, TN",10,Robertson,TN,Tennessee
"Rutherford, TN",11,Rutherford,TN,Tennessee
"Scott, TN",6,Scott,TN,Tennessee
"Sequatchie, TN",11,Sequatchie,TN,Tennessee
"Sevier, TN",7,Sevier,TN,Tennessee
"Shelby, TN",7,Shelby,TN,Tennessee
"Smith, TN",6,Smith,TN,Tennessee
"Stewart, TN",8,Stewart,TN,Tennessee
"Sullivan, TN",9,Sullivan,TN,Tennessee
"Sumner, TN",7,Sumner,TN,Tennessee
"Tipton, TN",7,Tipton,TN,Tennessee
"Trousdale, TN",10,Trousdale,TN,Tennessee
"Unicoi, TN",7,Unicoi,TN,Tennessee
"Union, TN",6,Union,TN,Tennessee
"Van Buren, TN",10,Van Buren,TN,Tennessee
"Warren, TN",7,Warren,TN,Tennessee
"Washington, TN",11,Washington,TN,Tennessee
"Wayne, TN",6,Wayne,TN,Tennessee
"Weakley, TN",8,Weakley,TN,Tennessee
"White, TN",6,White,TN,Tennessee
"Williamson, TN",11,Williamson,TN,Tennessee
"Wilson, TN",7,Wilson,TN,Tennessee
"Anderson, TX",9,Anderson,TX,Texas
"Andrews, TX",8,Andrews,TX,Texas
"Angelina, TX",9,Angelina,TX,Texas
"Aransas, TX",8,Aransas,TX,Texas
"Archer, TX",7,Archer,TX,Texas
"Armstrong, TX",10,Armstrong,TX,Texas
"Atascosa, TX",9,Atascosa,TX,Texas
"Austin, TX",7,Austin,TX,Texas
"Bailey, TX",7,Bailey,TX,Texas
"Bandera, TX",8,Bandera,TX,Texas
"Bastrop, TX",8,Bastrop,TX,Texas
"Baylor, TX",7,Baylor,TX,Texas
"Bee, TX",4,Bee,TX,Texas
"Bell, TX",5,Bell,TX,Texas
"Bexar, TX",6,Bexar,TX,Texas
"Blanco, TX",7,Blanco,TX,Texas
"Borden, TX",7,Borden,TX,Texas
"Bosque, TX",7,Bosque,TX,Texas
"Bowie, TX",6,Bowie,TX,Texas
"Brazoria, TX",9,Brazoria,TX,Texas
"Brazos, TX",7,Brazos,TX,Texas
"Brewster, TX",9,Brewster,TX,Texas
"Briscoe, TX",8,Briscoe,TX,Texas
"Brooks, TX",7,Brooks,TX,Texas
"Brown, TX",6,Brown,TX,Texas
"Burleson, TX",9,Burleson,TX,Texas
"Burnet, TX",7,Burnet,TX,Texas
"Caldwell, TX",9,Caldwell,TX,Texas
"Calhoun, TX",8,Calhoun,TX,Texas
"Callahan, TX",9,Callahan,TX,Texas
"Cameron, TX",8,Cameron,TX,Texas
"Camp, TX",5,Camp,TX,Texas
"Carson, TX",7,Carson,TX,Texas
"Cass, TX",5,Cass,TX,Texas
"Castro, TX",7,Castro,TX,Texas
"Chambers, TX",9,Chambers,TX,Texas
"Cherokee, TX",9,Cherokee,TX,Texas
"Childress, TX",10,Childress,TX,Texas
"Clay, TX",5,Clay,TX,Texas
"Cochran, TX",8,Cochran,TX,Texas
"Coke, TX",5,Coke,TX,Texas
"Coleman, TX",8,Coleman,TX,Texas
"Collin, TX",7,Collin,TX,Texas
"Collingsworth, TX",14,Collingsworth,TX,Texas
"Colorado, TX",9,Colorado,TX,Texas
"Comal, TX",6,Comal,TX,Texas
"Comanche, TX",9,Comanche,TX,Texas
"Concho, TX",7,Concho,TX,Texas
"Cooke, TX",6,Cooke,TX,Texas
"Coryell, TX",8,Coryell,TX,Texas
"Cottle, TX",7,Cottle,TX,Texas
"Crane, TX",6,Crane,TX,Texas
"Crockett, TX",9,Crockett,TX,Texas
"Crosby, TX",7,Crosby,TX,Texas
"Culberson, TX",10,Culberson,TX,Texas
"Dallam, TX",7,Dallam,TX,Texas
"Dallas, TX",7,Dallas,TX,Texas
"Dawson, TX",7,Dawson,TX,Texas
"Deaf Smith, TX",11,Deaf Smith,TX,Texas
"Delta, TX",6,Delta,TX,Texas
"Denton, TX",7,Denton,TX,Texas
"DeWitt, TX",7,DeWitt,TX,Texas
"Dickens, TX",8,Dickens,TX,Texas
"Dimmit, TX",7,Dimmit,TX,Texas
"Donley, TX",7,Donley,TX,Texas
"Duval, TX",6,Duval,TX,Texas
"Eastland, TX",9,Eastland,TX,Texas
"Ector, TX",6,Ector,TX,Texas
"Edwards, TX",8,Edwards,TX,Texas
"El Paso, TX",8,El Paso,TX,Texas
"Ellis, TX",6,Ellis,TX,Texas
"Erath, TX",6,Erath,TX,Texas
"Falls, TX",6,Falls,TX,Texas
"Fannin, TX",7,Fannin,TX,Texas
"Fayette, TX",8,Fayette,TX,Texas
"Fisher, TX",7,Fisher,TX,Texas
"Floyd, TX",6,Floyd,TX,Texas
"Foard, TX",6,Foard,TX,Texas
"Fort Bend, TX",10,Fort Bend,TX,Texas
"Franklin, TX",9,Franklin,TX,Texas
"Freestone, TX",10,Freestone,TX,Texas
"Frio, TX",5,Frio,TX,Texas
"Gaines, TX",7,Gaines,TX,Texas
"Galveston, TX",10,Galveston,TX,Texas
"Garza, TX",6,Garza,TX,Texas
"Gillespie, TX",10,Gillespie,TX,Texas
"Glasscock, TX",10,Glasscock,TX,Texas
"Goliad, TX",7,Goliad,TX,Texas
"Gonzales, TX",9,Gonzales,TX,Texas
"Gray, TX",5,Gray,TX,Texas
"Grayson, TX",8,Grayson,TX,Texas
"Gregg, TX",6,Gregg,TX,Texas
"Grimes, TX",7,Grimes,TX,Texas
"Guadalupe, TX",10,Guadalupe,TX,Texas
"Hale, TX",5,Hale,TX,Texas
"Hall, TX",5,Hall,TX,Texas
"Hamilton, TX",9,Hamilton,TX,Texas
"Hansford, TX",9,Hansford,TX,Texas
"Hardeman, TX",9,Hardeman,TX,Texas
"Hardin, TX",7,Hardin,TX,Texas
"Harris, TX",7,Harris,TX,Texas
"Harrison, TX",9,Harrison,TX,Texas
"Hartley, TX",8,Hartley,TX,Texas
"Haskell, TX",8,Haskell,TX,Texas
"Hays, TX",5,Hays,TX,Texas
"Hemphill, TX",9,Hemphill,TX,Texas
"Henderson, TX",10,Henderson,TX,Texas
"Hidalgo, TX",8,Hidalgo,TX,Texas
"Hill, TX",5,Hill,TX,Texas
"Hockley, TX",8,Hockley,TX,Texas
"Hood, TX",5,Hood,TX,Texas
"Hopkins, TX",8,Hopkins,TX,Texas
"Houston, TX",8,Houston,TX,Texas
"Howard, TX",7,Howard,TX,Texas
"Hudspeth, TX",9,Hudspeth,TX,Texas
"Hunt, TX",5,Hunt,TX,Texas
"Hutchinson, TX",11,Hutchinson,TX,Texas
"Irion, TX",6,Irion,TX,Texas
"Jack, TX",5,Jack,TX,Texas
"Jackson, TX",8,Jackson,TX,Texas
"Jasper, TX",7,Jasper,TX,Texas
"Jeff Davis, TX",11,Jeff Davis,TX,Texas
"Jefferson, TX",10,Jefferson,TX,Texas
"Jim Hogg, TX",9,Jim Hogg,TX,Texas
"Jim Wells, TX",10,Jim Wells,TX,Texas
"Johnson, TX",8,Johnson,TX,Texas
"Jones, TX",6,Jones,TX,Texas
"Karnes, TX",7,Karnes,TX,Texas
"Kaufman, TX",8,Kaufman,TX,Texas
"Kendall, TX",8,Kendall,TX,Texas
"Kenedy, TX",7,Kenedy,TX,Texas
"Kent, TX",5,Kent,TX,Texas
"Kerr, TX",5,Kerr,TX,Texas
"Kimble, TX",7,Kimble,TX,Texas
"King, TX",5,King,TX,Texas
"Kinney, TX",7,Kinney,TX,Texas
"Kleberg, TX",8,Kleberg,TX,Texas
"Knox, TX",5,Knox,TX,Texas
"La Salle, TX",9,La Salle,TX,Texas
"Lamar, TX",6,Lamar,TX,Texas
"Lamb, TX",5,Lamb,TX,Texas
"Lampasas, TX",9,Lampasas,TX,Texas
"Lavaca, TX",7,Lavaca,TX,Texas
"Lee, TX",4,Lee,TX,Texas
"Leon, TX",5,Leon,TX,Texas
"Liberty, TX",8,Liberty,TX,Texas
"Limestone, TX",10,Limestone,TX,Texas
"Lipscomb, TX",9,Lipscomb,TX,Texas
"Live Oak, TX",9,Live Oak,TX,Texas
"Llano, TX",6,Llano,TX,Texas
"Loving, TX",7,Loving,TX,Texas
"Lubbock, TX",8,Lubbock,TX,Texas
"Lynn, TX",5,Lynn,TX,Texas
"Madison, TX",8,Madison,TX,Texas
"Marion, TX",7,Marion,TX,Texas
"Martin, TX",7,Martin,TX,Texas
"Mason, TX",6,Mason,TX,Texas
"Matagorda, TX",10,Matagorda,TX,Texas
"Maverick, TX",9,Maverick,TX,Texas
"McCulloch, TX",10,McCulloch,TX,Texas
"McLennan, TX",9,McLennan,TX,Texas
"McMullen, TX",9,McMullen,TX,Texas
"Medina, TX",7,Medina,TX,Texas
"Menard, TX",7,Menard,TX,Texas
"Midland, TX",8,Midland,TX,Texas
"Milam, TX",6,Milam,TX,Texas
"Mills, TX",6,Mills,TX,Texas
"Mitchell, TX",9,Mitchell,TX,Texas
"Montague, TX",9,Montague,TX,Texas
"Montgomery, TX",11,Montgomery,TX,Texas
"Moore, TX",6,Moore,TX,Texas
"Morris, TX",7,Morris,TX,Texas
"Motley, TX",7,Motley,TX,Texas
"Nacogdoches, TX",12,Nacogdoches,TX,Texas
"Navarro, TX",8,Navarro,TX,Texas
"Newton, TX",7,Newton,TX,Texas
"Nolan, TX",6,Nolan,TX,Texas
"Nueces, TX",7,Nueces,TX,Texas
"Ochiltree, TX",10,Ochiltree,TX,Texas
"Oldham, TX",7,Oldham,TX,Texas
"Orange, TX",7,Orange,TX,Texas
"Palo Pinto, TX",11,Palo Pinto,TX,Texas
"Panola, TX",7,Panola,TX,Texas
"Parker, TX",7,Parker,TX,Texas
"Parmer, TX",7,Parmer,TX,Texas
"Pecos, TX",6,Pecos,TX,Texas
"Polk, TX",5,Polk,TX,Texas
"Potter, TX",7,Potter,TX,Texas
"Presidio, TX",9,Presidio,TX,Texas
"Rains, TX",6,Rains,TX,Texas
"Randall, TX",8,Randall,TX,Texas
"Reagan, TX",7,Reagan,TX,Texas
"Real, TX",5,Real,TX,Texas
"Red River, TX",10,Red River,TX,Texas
"Reeves, TX",7,Reeves,TX,Texas
"Refugio, TX",8,Refugio,TX,Texas
"Roberts, TX",8,Roberts,TX,Texas
"Robertson, TX",10,Robertson,TX,Texas
"Rockwall, TX",9,Rockwall,TX,Texas
"Runnels, TX",8,Runnels,TX,Texas
"Rusk, TX",5,Rusk,TX,Texas
"Sabine, TX",7,Sabine,TX,Texas
"San Augustine, TX",14,San Augustine,TX,Texas
"San Jacinto, TX",12,San Jacinto,TX,Texas
"San Patricio, TX",13,San Patricio,TX,Texas
"San Saba, TX",9,San Saba,TX,Texas
"Schleicher, TX",11,Schleicher,TX,Texas
"Scurry, TX",7,Scurry,TX,Texas
"Shackelford, TX",12,Shackelford,TX,Texas
"Shelby, TX",7,Shelby,TX,Texas
"Sherman, TX",8,Sherman,TX,Texas
"Smith, TX",6,Smith,TX,Texas
"Somervell, TX",10,Somervell,TX,Texas
"Starr, TX",6,Starr,TX,Texas
"Stephens, TX",9,Stephens,TX,Texas
"Sterling, TX",9,Sterling,TX,Texas
"Stonewall, TX",10,Stonewall,TX,Texas
"Sutton, TX",7,Sutton,TX,Texas
"Swisher, TX",8,Swisher,TX,Texas
"Tarrant, TX",8,Tarrant,TX,Texas
"Taylor, TX",7,Taylor,TX,Texas
"Terrell, TX",8,Terrell,TX,Texas
"Terry, TX",6,Terry,TX,Texas
"Throckmorton, TX",13,Throckmorton,TX,Texas
"Titus, TX",6,Titus,TX,Texas
"Tom Green, TX",10,Tom Green,TX,Texas
"Travis, TX",7,Travis,TX,Texas
"Trinity, TX",8,Trinity,TX,Texas
"Tyler, TX",6,Tyler,TX,Texas
"Upshur, TX",7,Upshur,TX,Texas
"Upton, TX",6,Upton,TX,Texas
"Uvalde, TX",7,Uvalde,TX,Texas
"Val Verde, TX",10,Val Verde,TX,Texas
"Van Zandt, TX",10,Van Zandt,TX,Texas
"Victoria, TX",9,Victoria,TX,Texas
"Walker, TX",7,Walker,TX,Texas
"Waller, TX",7,Waller,TX,Texas
"Ward, TX",5,Ward,TX,Texas
"Washington, TX",11,Washington,TX,Texas
"Webb, TX",5,Webb,TX,Texas
"Wharton, TX",8,Wharton,TX,Texas
"Wheeler, TX",8,Wheeler,TX,Texas
"Wichita, TX",8,Wichita,TX,Texas
"Wilbarger, TX",10,Wilbarger,TX,Texas
"Willacy, TX",8,Willacy,TX,Texas
"Williamson, TX",11,Williamson,TX,Texas
"Wilson, TX",7,Wilson,TX,Texas
"Winkler, TX",8,Winkler,TX,Texas
"Wise, TX",5,Wise,TX,Texas
"Wood, TX",5,Wood,TX,Texas
"Yoakum, TX",7,Yoakum,TX,Texas
"Young, TX",6,Young,TX,Texas
"Zapata, TX",7,Zapata,TX,Texas
"Zavala, TX",7,Zavala,TX,Texas
"Beaver, UT",7,Beaver,UT,Utah
"Box Elder, UT",10,Box Elder,UT,Utah
"Cache, UT",6,Cache,UT,Utah
"Carbon, UT",7,Carbon,UT,Utah
"Daggett, UT",8,Daggett,UT,Utah
"Davis, UT",6,Davis,UT,Utah
"Duchesne, UT",9,Duchesne,UT,Utah
"Emery, UT",6,Emery,UT,Utah
"Garfield, UT",9,Garfield,UT,Utah
"Grand, UT",6,Grand,UT,Utah
"Iron, UT",5,Iron,UT,Utah
"Juab, UT",5,Juab,UT,Utah
"Kane, UT",5,Kane,UT,Utah
"Millard, UT",8,Millard,UT,Utah
"Morgan, UT",7,Morgan,UT,Utah
"Piute, UT",6,Piute,UT,Utah
"Rich, UT",5,Rich,UT,Utah
"Salt Lake, UT",10,Salt Lake,UT,Utah
"San Juan, UT",9,San Juan,UT,Utah
"Sanpete, UT",8,Sanpete,UT,Utah
"Sevier, UT",7,Sevier,UT,Utah
"Summit, UT",7,Summit,UT,Utah
"Tooele, UT",7,Tooele,UT,Utah
"Uintah, UT",7,Uintah,UT,Utah
"Utah, UT",5,Utah,UT,Utah
"Wasatch, UT",8,Wasatch,UT,Utah
"Washington, UT",11,Washington,UT,Utah
"Wayne, UT",6,Wayne,UT,Utah
"Weber, UT",6,Weber,UT,Utah
"Addison, VT",8,Addison,VT,Vermont
"Bennington, VT",11,Bennington,VT,Vermont
"Caledonia, VT",10,Caledonia,VT,Vermont
"Chittenden, VT",11,Chittenden,VT,Vermont
"Essex, VT",6,Essex,VT,Vermont
"Franklin, VT",9,Franklin,VT,Vermont
"Grand Isle, VT",11,Grand Isle,VT,Vermont
"Lamoille, VT",9,Lamoille,VT,Vermont
"Orange, VT",7,Orange,VT,Vermont
"Orleans, VT",8,Orleans,VT,Vermont
"Rutland, VT",8,Rutland,VT,Vermont
"Washington, VT",11,Washington,VT,Vermont
"Windham, VT",8,Windham,VT,Vermont
"Windsor, VT",8,Windsor,VT,Vermont
"Accomack, VA",9,Accomack,VA,Virginia
"Albemarle, VA",10,Albemarle,VA,Virginia
"Alexandria, VA",11,Alexandria,VA,Virginia
"Alleghany, VA",10,Alleghany,VA,Virginia
"Amelia, VA",7,Amelia,VA,Virginia
"Amherst, VA",8,Amherst,VA,Virginia
"Appomattox, VA",11,Appomattox,VA,Virginia
"Arlington, VA",10,Arlington,VA,Virginia
"Augusta, VA",8,Augusta,VA,Virginia
"Bath, VA",5,Bath,VA,Virginia
"Bedford, VA",8,Bedford,VA,Virginia
"Bland, VA",6,Bland,VA,Virginia
"Botetourt, VA",10,Botetourt,VA,Virginia
"Bristol, VA",8,Bristol,VA,Virginia
"Brunswick, VA",10,Brunswick,VA,Virginia
"Buchanan, VA",9,Buchanan,VA,Virginia
"Buckingham, VA",11,Buckingham,VA,Virginia
"Buena Vista, VA",12,Buena Vista,VA,Virginia
"Campbell, VA",9,Campbell,VA,Virginia
"Caroline, VA",9,Caroline,VA,Virginia
"Carroll, VA",8,Carroll,VA,Virginia
"Charles City, VA",13,Charles City,VA,Virginia
"Charlotte, VA",10,Charlotte,VA,Virginia
"Charlottesville, VA",16,Charlottesville,VA,Virginia
"Chesapeake, VA",11,Chesapeake,VA,Virginia
"Chesterfield, VA",13,Chesterfield,VA,Virginia
"Clarke, VA",7,Clarke,VA,Virginia
"Clifton Forge, VA",14,Clifton Forge,VA,Virginia
"Colonial Heights, VA",17,Colonial Heights,VA,Virginia
"Covington, VA",10,Covington,VA,Virginia
"Craig, VA",6,Craig,VA,Virginia
"Culpeper, VA",9,Culpeper,VA,Virginia
"Cumberland, VA",11,Cumberland,VA,Virginia
"Danville, VA",9,Danville,VA,Virginia
